data_hora,linha,estacao,produto,numero_serie,status,tempo_ciclo_segundos
2026-08-04 11:18:24,L04,POSTO07,PRODUTO_C,SN04000324,PASS,65
2026-08-04 11:19:12,L01,POSTO01,PRODUTO_D,SN04000325,PASS,61
2026-08-04 11:20:00,L03,POSTO05,PRODUTO_A,SN04000326,PASS,43
2026-08-04 11:20:48,L03,POSTO06,PRODUTO_A,SN04000327,PASS,47
2026-08-04 11:21:36,L01,POSTO02,PRODUTO_A,SN04000328,PASS,47
2026-08-04 11:22:24,L01,POSTO01,PRODUTO_D,SN04000329,PASS,52
2026-08-04 11:23:12,L01,POSTO01,PRODUTO_B,SN04000330,PASS,56
2026-08-04 11:24:00,L03,POSTO05,PRODUTO_A,SN04000331,PASS,43
2026-08-04 11:24:48,L03,POSTO05,PRODUTO_B,SN04000332,PASS,46
2026-08-04 11:25:36,L01,POSTO02,PRODUTO_C,SN04000333,PASS,55
2026-08-04 11:26:24,L01,POSTO02,PRODUTO_C,SN04000334,PASS,48
2026-08-04 11:27:12,L01,POSTO01,PRODUTO_D,SN04000335,PASS,56
2026-08-04 11:28:00,L02,POSTO03,PRODUTO_A,SN04000336,PASS,41
2026-08-04 11:28:48,L02,POSTO03,PRODUTO_D,SN04000337,PASS,53
2026-08-04 11:29:36,L01,POSTO01,PRODUTO_D,SN04000338,PASS,61
2026-08-04 11:30:24,L03,POSTO05,PRODUTO_A,SN04000339,PASS,45
2026-08-04 11:31:12,L03,POSTO06,PRODUTO_C,SN04000340,PASS,65
2026-08-04 11:32:00,L01,POSTO02,PRODUTO_A,SN04000341,PASS,52
2026-08-04 11:32:48,L01,POSTO01,PRODUTO_D,SN04000342,PASS,64
2026-08-04 11:33:36,L03,POSTO06,PRODUTO_A,SN04000343,PASS,42
2026-08-04 11:34:24,L04,POSTO07,PRODUTO_C,SN04000344,PASS,53
2026-08-04 11:35:12,L01,POSTO02,PRODUTO_B,SN04000345,PASS,56
2026-08-04 11:36:00,L01,POSTO01,PRODUTO_B,SN04000346,PASS,52
2026-08-04 11:36:48,L04,POSTO08,PRODUTO_A,SN04000347,PASS,53
2026-08-04 11:37:36,L01,POSTO02,PRODUTO_C,SN04000348,PASS,62
2026-08-04 11:38:24,L01,POSTO02,PRODUTO_C,SN04000349,PASS,55
2026-08-04 11:39:12,L01,POSTO02,PRODUTO_B,SN04000350,PASS,55
2026-08-04 11:40:00,L01,POSTO01,PRODUTO_D,SN04000351,PASS,52
2026-08-04 11:40:48,L03,POSTO05,PRODUTO_B,SN04000352,FAIL,45
2026-08-04 11:41:36,L01,POSTO02,PRODUTO_D,SN04000353,PASS,56
2026-08-04 11:42:24,L02,POSTO04,PRODUTO_C,SN04000354,PASS,46
2026-08-04 11:43:12,L02,POSTO04,PRODUTO_B,SN04000355,PASS,59
2026-08-04 11:44:00,L01,POSTO02,PRODUTO_A,SN04000356,PASS,52
2026-08-04 11:44:48,L02,POSTO03,PRODUTO_C,SN04000357,PASS,60
2026-08-04 11:45:36,L02,POSTO03,PRODUTO_B,SN04000358,PASS,53
2026-08-04 11:46:24,L01,POSTO02,PRODUTO_A,SN04000359,PASS,41
2026-08-04 11:47:12,L02,POSTO04,PRODUTO_A,SN04000360,PASS,49
2026-08-04 11:48:00,L04,POSTO08,PRODUTO_B,SN04000361,FAIL,74
2026-08-04 11:48:48,L03,POSTO06,PRODUTO_A,SN04000362,PASS,45
2026-08-04 11:49:36,L02,POSTO04,PRODUTO_B,SN04000363,PASS,53
2026-08-04 11:50:24,L01,POSTO01,PRODUTO_A,SN04000364,PASS,52
2026-08-04 11:51:12,L02,POSTO03,PRODUTO_C,SN04000365,PASS,53
2026-08-04 11:52:00,L03,POSTO05,PRODUTO_C,SN04000366,PASS,56
2026-08-04 11:52:48,L03,POSTO06,PRODUTO_C,SN04000367,PASS,58
2026-08-04 11:53:36,L01,POSTO01,PRODUTO_A,SN04000368,PASS,47
2026-08-04 11:54:24,L03,POSTO05,PRODUTO_A,SN04000369,PASS,51
2026-08-04 11:55:12,L02,POSTO03,PRODUTO_D,SN04000370,PASS,55
2026-08-04 11:56:00,L03,POSTO05,PRODUTO_C,SN04000371,PASS,60
2026-08-04 11:56:48,L03,POSTO05,PRODUTO_A,SN04000372,PASS,55
2026-08-04 11:57:36,L03,POSTO06,PRODUTO_D,SN04000373,PASS,62
2026-08-04 11:58:24,L02,POSTO04,PRODUTO_X,SN04000374,PASS,56
2026-08-04 11:59:12,L01,POSTO02,PRODUTO_B,SN04000375,PASS,56
2026-08-04 12:00:00,L02,POSTO03,PRODUTO_C,SN04000376,PASS,53
2026-08-04 12:00:48,L02,POSTO04,PRODUTO_A,SN04000377,PASS,53
2026-08-04 12:01:36,L03,POSTO05,PRODUTO_B,SN04000378,PASS,46
2026-08-04 12:02:24,L01,POSTO02,PRODUTO_B,SN04000379,PASS,45
2026-08-04 12:03:12,L03,POSTO05,PRODUTO_C,SN04000380,PASS,68
2026-08-04 12:04:00,L02,POSTO03,PRODUTO_B,SN04000381,PASS,46
2026-08-04 12:04:48,L04,POSTO08,PRODUTO_C,SN04000382,PASS,55
2026-08-04 12:05:36,L03,POSTO05,PRODUTO_A,SN04000383,PASS,46
2026-08-04 12:06:24,L02,POSTO04,PRODUTO_C,SN04000384,PASS,61
2026-08-04 12:07:12,L03,POSTO06,PRODUTO_A,SN04000385,PASS,50
2026-08-04 12:08:00,L03,POSTO05,PRODUTO_A,SN04000386,PASS,53
2026-08-04 12:08:48,L03,POSTO06,PRODUTO_A,SN04000387,PASS,45
2026-08-04 12:09:36,L02,POSTO03,PRODUTO_B,SN04000388,PASS,63
2026-08-04 12:10:24,L02,POSTO03,PRODUTO_D,SN04000389,PASS,59
2026-08-04 12:11:12,L03,POSTO05,PRODUTO_C,SN04000390,PASS,59
2026-08-04 12:12:00,L02,POSTO04,PRODUTO_D,SN04000391,PASS,61
2026-08-04 12:12:48,L04,POSTO07,PRODUTO_C,SN04000392,PASS,58
2026-08-04 12:13:36,L02,POSTO04,PRODUTO_C,SN04000393,PASS,58
2026-08-04 12:14:24,L04,POSTO07,PRODUTO_C,SN04000394,PASS,46
2026-08-04 12:15:12,L04,POSTO07,PRODUTO_C,SN04000395,PASS,53
2026-08-04 12:16:00,L04,POSTO08,PRODUTO_B,SN04000396,PASS,59
2026-08-04 12:16:48,L02,POSTO03,PRODUTO_B,SN04000397,PASS,64
2026-08-04 12:17:36,L03,POSTO06,PRODUTO_B,SN04000398,PASS,42
2026-08-04 12:18:24,L03,POSTO06,PRODUTO_C,SN04000399,PASS,59
2026-08-04 12:19:12,L03,POSTO05,PRODUTO_B,SN04000400,PASS,54
2026-08-04 12:20:00,L02,POSTO04,PRODUTO_A,SN04000401,PASS,59
2026-08-04 12:20:48,L04,POSTO07,PRODUTO_A,SN04000402,PASS,46
2026-08-04 12:21:36,L04,POSTO08,PRODUTO_B,SN04000403,PASS,56
2026-08-04 12:22:24,L03,POSTO05,PRODUTO_A,SN04000404,PASS,51
2026-08-04 12:23:12,L01,POSTO01,PRODUTO_C,SN04000405,PASS,52
2026-08-04 12:24:00,L03,POSTO05,PRODUTO_B,SN04000406,PASS,55
2026-08-04 12:24:48,L02,POSTO04,PRODUTO_C,SN04000407,PASS,57
2026-08-04 12:25:36,L03,POSTO05,PRODUTO_A,SN04000408,PASS,57
2026-08-04 12:26:24,L01,POSTO02,PRODUTO_C,SN04000409,PASS,45
2026-08-04 12:27:12,L03,POSTO05,PRODUTO_B,SN04000410,PASS,62
2026-08-04 12:28:00,L01,POSTO02,PRODUTO_C,SN04000411,PASS,46
2026-08-04 12:28:48,L03,POSTO05,PRODUTO_A,SN04000412,PASS,44
2026-08-04 12:29:36,L04,POSTO07,PRODUTO_B,SN04000413,PASS,56
2026-08-04 12:30:24,L04,POSTO07,PRODUTO_B,SN04000414,PASS,63
2026-08-04 12:31:12,L02,POSTO04,PRODUTO_D,SN04000415,PASS,71
2026-08-04 12:32:00,L02,POSTO04,PRODUTO_D,SN04000416,PASS,58
2026-08-04 12:32:48,L02,POSTO04,PRODUTO_A,SN04000417,PASS,48
2026-08-04 12:33:36,L04,POSTO07,PRODUTO_A,SN04000418,PASS,47
2026-08-04 12:34:24,L04,POSTO08,PRODUTO_B,SN04000419,PASS,66
2026-08-04 12:35:12,L01,POSTO02,PRODUTO_B,SN04000420,PASS,55
2026-08-04 12:36:00,L04,POSTO08,PRODUTO_B,SN04000421,PASS,64
2026-08-04 12:36:48,L03,POSTO06,PRODUTO_A,SN04000422,PASS,43
2026-08-04 12:37:36,L04,POSTO07,PRODUTO_B,SN04000423,PASS,69
2026-08-04 12:38:24,L01,POSTO01,PRODUTO_C,SN04000424,PASS,61
2026-08-04 12:39:12,L01,POSTO01,PRODUTO_A,SN04000425,PASS,39
2026-08-04 12:40:00,L04,POSTO08,PRODUTO_B,SN04000426,PASS,54
2026-08-04 12:40:48,L04,POSTO07,PRODUTO_B,SN04000427,PASS,63
2026-08-04 12:41:36,L01,POSTO02,PRODUTO_A,SN04000428,PASS,48
2026-08-04 12:42:24,L04,POSTO07,PRODUTO_D,SN04000429,PASS,69
2026-08-04 12:43:12,L04,POSTO07,PRODUTO_C,SN04000430,PASS,55
2026-08-04 12:44:00,L04,POSTO07,PRODUTO_A,SN04000431,PASS,54
2026-08-04 12:44:48,L04,POSTO07,PRODUTO_C,SN04000432,PASS,54
2026-08-04 12:45:36,L04,POSTO08,PRODUTO_C,SN04000433,PASS,63
2026-08-04 12:46:24,L02,POSTO03,PRODUTO_C,SN04000434,PASS,55
2026-08-04 12:47:12,L01,POSTO02,PRODUTO_A,SN04000435,PASS,52
2026-08-04 12:48:00,L03,POSTO05,PRODUTO_C,SN04000436,PASS,63
2026-08-04 12:48:48,L02,POSTO04,PRODUTO_A,SN04000437,PASS,50
2026-08-04 12:49:36,L03,POSTO06,PRODUTO_C,SN04000438,PASS,69
2026-08-04 12:50:24,L01,POSTO02,PRODUTO_B,SN04000439,PASS,50
2026-08-04 12:51:12,L01,POSTO02,PRODUTO_B,SN04000440,PASS,53
2026-08-04 12:52:00,L04,POSTO07,PRODUTO_C,SN04000441,PASS,60
2026-08-04 12:52:48,L04,POSTO07,PRODUTO_B,SN04000442,PASS,61
2026-08-04 12:53:36,L04,POSTO07,PRODUTO_A,SN04000443,PASS,52
2026-08-04 12:54:24,L01,POSTO01,PRODUTO_C,SN04000444,PASS,48
2026-08-04 12:55:12,L02,POSTO04,PRODUTO_C,SN04000445,PASS,52
2026-08-04 12:56:00,L01,POSTO02,PRODUTO_D,SN04000446,PASS,62
2026-08-04 12:56:48,L03,POSTO05,PRODUTO_C,SN04000447,PASS,56
2026-08-04 12:57:36,L04,POSTO08,PRODUTO_A,SN04000448,PASS,51
2026-08-04 12:58:24,L03,POSTO06,PRODUTO_D,SN04000449,PASS,65
2026-08-04 12:59:12,L02,POSTO03,PRODUTO_D,SN04000450,PASS,60
2026-08-04 13:00:00,L02,POSTO03,PRODUTO_B,SN04000451,PASS,51
2026-08-04 13:00:48,L02,POSTO04,PRODUTO_D,SN04000452,PASS,63
2026-08-04 13:01:36,L03,POSTO05,PRODUTO_C,SN04000453,PASS,53
2026-08-04 13:02:24,L01,POSTO02,PRODUTO_C,SN04000454,PASS,53
2026-08-04 13:03:12,L02,POSTO04,PRODUTO_C,SN04000455,PASS,64
2026-08-04 13:04:00,L03,POSTO06,PRODUTO_C,SN04000456,PASS,60
2026-08-04 13:04:48,L03,POSTO06,PRODUTO_D,SN04000457,PASS,58
2026-08-04 13:05:36,L03,POSTO06,PRODUTO_D,SN04000458,PASS,53
2026-08-04 13:06:24,L04,POSTO07,PRODUTO_B,SN04000459,PASS,59
2026-08-04 13:07:12,L03,POSTO06,PRODUTO_C,SN04000460,PASS,59
2026-08-04 13:08:00,L03,POSTO05,PRODUTO_B,SN04000461,PASS,55
2026-08-04 13:08:48,L01,POSTO01,PRODUTO_C,SN04000462,PASS,57
2026-08-04 13:09:36,L03,POSTO06,PRODUTO_A,SN04000463,PASS,48
2026-08-04 13:10:24,L02,POSTO03,PRODUTO_C,SN04000464,PASS,49
2026-08-04 13:11:12,L01,POSTO02,PRODUTO_D,SN04000465,PASS,57
2026-08-04 13:12:00,L03,POSTO05,PRODUTO_D,SN04000466,PASS,67
2026-08-04 13:12:48,L02,POSTO04,PRODUTO_C,SN04000467,PASS,55
2026-08-04 13:13:36,L02,POSTO03,PRODUTO_B,SN04000468,PASS,55
2026-08-04 13:14:24,L01,POSTO02,PRODUTO_A,SN04000469,PASS,51
2026-08-04 13:15:12,L03,POSTO06,PRODUTO_B,SN04000470,PASS,54
2026-08-04 13:16:00,L03,POSTO05,PRODUTO_A,SN04000471,PASS,47
2026-08-04 13:16:48,L04,POSTO08,PRODUTO_B,SN04000472,PASS,55
2026-08-04 13:17:36,L04,POSTO07,PRODUTO_B,SN04000473,PASS,67
2026-08-04 13:18:24,L03,POSTO06,PRODUTO_D,SN04000474,PASS,54
2026-08-04 13:19:12,L02,POSTO04,PRODUTO_D,SN04000475,PASS,64
2026-08-04 13:20:00,L02,POSTO03,PRODUTO_B,SN04000476,PASS,59
2026-08-04 13:20:48,L01,POSTO02,PRODUTO_D,SN04000477,PASS,56
2026-08-04 13:21:36,L03,POSTO06,PRODUTO_B,SN04000478,PASS,50
2026-08-04 13:22:24,L02,POSTO03,PRODUTO_C,SN04000479,PASS,56
2026-08-04 13:23:12,L02,POSTO04,PRODUTO_A,SN04000480,PASS,40
2026-08-04 13:24:00,L01,POSTO02,PRODUTO_D,SN04000481,PASS,51
2026-08-04 13:24:48,L04,POSTO08,PRODUTO_A,SN04000482,PASS,57
2026-08-04 13:25:36,L03,POSTO05,PRODUTO_B,SN04000483,PASS,55
2026-08-04 13:26:24,L04,POSTO08,PRODUTO_X,SN04000484,PASS,73
2026-08-04 13:27:12,L02,POSTO03,PRODUTO_B,SN04000485,PASS,57
2026-08-04 13:28:00,L01,POSTO02,PRODUTO_B,SN04000486,PASS,40
2026-08-04 13:28:48,L02,POSTO03,PRODUTO_Y,SN04000487,PASS,63
2026-08-04 13:29:36,L01,POSTO02,PRODUTO_C,SN04000488,PASS,52
2026-08-04 13:30:24,L02,POSTO03,PRODUTO_B,SN04000489,PASS,61
2026-08-04 13:31:12,L04,POSTO08,PRODUTO_B,SN04000490,PASS,62
2026-08-04 13:32:00,L03,POSTO05,PRODUTO_A,SN04000491,PASS,49
2026-08-04 13:32:48,L03,POSTO05,PRODUTO_D,SN04000492,PASS,63
2026-08-04 13:33:36,L02,POSTO04,PRODUTO_A,SN04000493,PASS,49
2026-08-04 13:34:24,L04,POSTO08,PRODUTO_D,SN04000494,PASS,61
2026-08-04 13:35:12,L02,POSTO04,PRODUTO_B,SN04000495,FAIL,56
2026-08-04 13:36:00,L03,POSTO06,PRODUTO_D,SN04000496,PASS,57
2026-08-04 13:36:48,L04,POSTO07,PRODUTO_A,SN04000497,PASS,52
2026-08-04 13:37:36,L04,POSTO07,PRODUTO_B,SN04000498,PASS,54
2026-08-04 13:38:24,L02,POSTO03,PRODUTO_D,SN04000499,PASS,70
2026-08-04 13:39:12,L01,POSTO02,PRODUTO_C,SN04000500,PASS,57
2026-08-04 13:40:00,L04,POSTO07,PRODUTO_A,SN04000501,PASS,49
2026-08-04 13:40:48,L02,POSTO04,PRODUTO_D,SN04000502,PASS,55
2026-08-04 13:41:36,L02,POSTO03,PRODUTO_B,SN04000503,PASS,69
2026-08-04 13:42:24,L02,POSTO03,PRODUTO_C,SN04000504,PASS,53
2026-08-04 13:43:12,L03,POSTO06,PRODUTO_A,SN04000505,PASS,45
2026-08-04 13:44:00,L03,POSTO05,PRODUTO_A,SN04000506,PASS,49
2026-08-04 13:44:48,L02,POSTO04,PRODUTO_A,SN04000507,PASS,46
2026-08-04 13:45:36,L04,POSTO07,PRODUTO_A,SN04000508,PASS,49
2026-08-04 13:46:24,L02,POSTO04,PRODUTO_C,SN04000509,PASS,55
2026-08-04 13:47:12,L02,POSTO04,PRODUTO_A,SN04000510,PASS,49
2026-08-04 13:48:00,L04,POSTO07,PRODUTO_A,SN04000511,PASS,44
2026-08-04 13:48:48,L01,POSTO01,PRODUTO_A,SN04000512,PASS,49
2026-08-04 13:49:36,L04,POSTO08,PRODUTO_C,SN04000513,PASS,59
2026-08-04 13:50:24,L01,POSTO02,PRODUTO_D,SN04000514,PASS,58
2026-08-04 13:51:12,L04,POSTO08,PRODUTO_B,SN04000515,PASS,54
2026-08-04 13:52:00,L02,POSTO04,PRODUTO_D,SN04000516,PASS,65
2026-08-04 13:52:48,L02,POSTO04,PRODUTO_A,SN04000517,PASS,42
2026-08-04 13:53:36,L02,POSTO03,PRODUTO_B,SN04000518,PASS,54
2026-08-04 13:54:24,L02,POSTO03,PRODUTO_A,SN04000519,PASS,47
2026-08-04 13:55:12,L03,POSTO06,PRODUTO_D,SN04000520,PASS,56
2026-08-04 13:56:00,L04,POSTO08,PRODUTO_B,SN04000521,PASS,61
2026-08-04 13:56:48,L04,POSTO08,PRODUTO_C,SN04000522,PASS,58
2026-08-04 13:57:36,L02,POSTO04,PRODUTO_A,SN04000523,PASS,45
2026-08-04 13:58:24,L02,POSTO04,PRODUTO_A,SN04000524,PASS,49
2026-08-04 13:59:12,L01,POSTO02,PRODUTO_D,SN04000525,PASS,56
2026-08-04 14:00:00,L04,POSTO07,PRODUTO_B,SN04000526,PASS,61
2026-08-04 14:00:48,L04,POSTO08,PRODUTO_A,SN04000527,PASS,56
2026-08-04 14:01:36,L03,POSTO05,PRODUTO_C,SN04000528,PASS,66
2026-08-04 14:02:24,L01,POSTO02,PRODUTO_A,SN04000529,PASS,55
2026-08-04 14:03:12,L01,POSTO02,PRODUTO_D,SN04000530,PASS,59
2026-08-04 14:04:00,L01,POSTO02,PRODUTO_B,SN04000531,PASS,48
2026-08-04 14:04:48,L02,POSTO04,PRODUTO_B,SN04000532,PASS,56
2026-08-04 14:05:36,L04,POSTO08,PRODUTO_C,SN04000533,PASS,55
2026-08-04 14:06:24,L03,POSTO05,PRODUTO_B,SN04000534,PASS,46
2026-08-04 14:07:12,L02,POSTO03,PRODUTO_B,SN04000535,PASS,59
2026-08-04 14:08:00,L01,POSTO02,PRODUTO_D,SN04000536,PASS,64
2026-08-04 14:08:48,L02,POSTO03,PRODUTO_C,SN04000537,PASS,56
2026-08-04 14:09:36,L03,POSTO06,PRODUTO_B,SN04000538,PASS,48
2026-08-04 14:10:24,L02,POSTO03,PRODUTO_B,SN04000539,PASS,64
2026-08-04 14:11:12,L02,POSTO03,PRODUTO_A,SN04000540,PASS,52
2026-08-04 14:12:00,L04,POSTO08,PRODUTO_A,SN04000541,PASS,52
2026-08-04 14:12:48,L03,POSTO06,PRODUTO_C,SN04000542,PASS,68
2026-08-04 14:13:36,L03,POSTO05,PRODUTO_B,SN04000543,PASS,56
2026-08-04 14:14:24,L01,POSTO02,PRODUTO_C,SN04000544,PASS,57
2026-08-04 14:15:12,L03,POSTO05,PRODUTO_B,SN04000545,PASS,51
2026-08-04 14:16:00,L02,POSTO03,PRODUTO_D,SN04000546,PASS,66
2026-08-04 14:16:48,L01,POSTO01,PRODUTO_D,SN04000547,FAIL,69
2026-08-04 14:17:36,L03,POSTO06,PRODUTO_D,SN04000548,PASS,61
2026-08-04 14:18:24,L04,POSTO07,PRODUTO_B,SN04000549,PASS,54
2026-08-04 14:19:12,L03,POSTO05,PRODUTO_C,SN04000550,PASS,61
2026-08-04 14:20:00,L02,POSTO04,PRODUTO_D,SN04000551,PASS,62
2026-08-04 14:20:48,L02,POSTO04,PRODUTO_C,SN04000552,PASS,63
2026-08-04 14:21:36,L04,POSTO08,PRODUTO_A,SN04000553,PASS,38
2026-08-04 14:22:24,L02,POSTO03,PRODUTO_C,SN04000554,PASS,61
2026-08-04 14:23:12,L01,POSTO02,PRODUTO_B,SN04000555,FAIL,69
2026-08-04 14:24:00,L01,POSTO01,PRODUTO_A,SN04000556,PASS,46
2026-08-04 14:24:48,L04,POSTO08,PRODUTO_A,SN04000557,PASS,51
2026-08-04 14:25:36,L03,POSTO05,PRODUTO_C,SN04000558,PASS,58
2026-08-04 14:26:24,L01,POSTO01,PRODUTO_D,SN04000559,PASS,57
2026-08-04 14:27:12,L04,POSTO07,PRODUTO_C,SN04000560,PASS,60
2026-08-04 14:28:00,L02,POSTO04,PRODUTO_C,SN04000561,PASS,46
2026-08-04 14:28:48,L04,POSTO07,PRODUTO_C,SN04000562,PASS,49
2026-08-04 14:29:36,L01,POSTO01,PRODUTO_A,SN04000563,PASS,53
2026-08-04 14:30:24,L02,POSTO03,PRODUTO_C,SN04000564,PASS,63
2026-08-04 14:31:12,L04,POSTO07,PRODUTO_A,SN04000565,PASS,51
2026-08-04 14:32:00,L03,POSTO05,PRODUTO_B,SN04000566,PASS,50
2026-08-04 14:32:48,L02,POSTO04,PRODUTO_D,SN04000567,PASS,69
2026-08-04 14:33:36,L03,POSTO06,PRODUTO_C,SN04000568,PASS,59
2026-08-04 14:34:24,L03,POSTO06,PRODUTO_A,SN04000569,PASS,52
2026-08-04 14:35:12,L02,POSTO04,PRODUTO_A,SN04000570,PASS,46
2026-08-04 14:36:00,L01,POSTO01,PRODUTO_B,SN04000571,PASS,50
2026-08-04 14:36:48,L04,POSTO08,PRODUTO_B,SN04000572,PASS,58
2026-08-04 14:37:36,L02,POSTO04,PRODUTO_A,SN04000573,PASS,44
2026-08-04 14:38:24,L04,POSTO08,PRODUTO_B,SN04000574,FAIL,75
2026-08-04 14:39:12,L02,POSTO04,PRODUTO_D,SN04000575,PASS,62
2026-08-04 14:40:00,L03,POSTO05,PRODUTO_B,SN04000576,PASS,49
2026-08-04 14:40:48,L03,POSTO06,PRODUTO_A,SN04000577,PASS,56
2026-08-04 14:41:36,L03,POSTO05,PRODUTO_A,SN04000578,PASS,36
2026-08-04 14:42:24,L01,POSTO02,PRODUTO_D,SN04000579,PASS,59
2026-08-04 14:43:12,L02,POSTO04,PRODUTO_D,SN04000580,PASS,58
2026-08-04 14:44:00,L02,POSTO03,PRODUTO_B,SN04000581,PASS,50
2026-08-04 14:44:48,L03,POSTO06,PRODUTO_D,SN04000582,PASS,63
2026-08-04 14:45:36,L04,POSTO08,PRODUTO_A,SN04000583,PASS,44
2026-08-04 14:46:24,L04,POSTO08,PRODUTO_A,SN04000584,PASS,49
2026-08-04 14:47:12,L02,POSTO03,PRODUTO_D,SN04000585,PASS,62
2026-08-04 14:48:00,L02,POSTO04,PRODUTO_C,SN04000586,PASS,52
2026-08-04 14:48:48,L01,POSTO02,PRODUTO_D,SN04000587,PASS,48
2026-08-04 14:49:36,L01,POSTO01,PRODUTO_B,SN04000588,PASS,48
2026-08-04 14:50:24,L03,POSTO06,PRODUTO_C,SN04000589,PASS,74
2026-08-04 14:51:12,L04,POSTO08,PRODUTO_A,SN04000590,PASS,47
2026-08-04 14:52:00,L04,POSTO07,PRODUTO_A,SN04000591,PASS,48
2026-08-04 14:52:48,L03,POSTO06,PRODUTO_A,SN04000592,PASS,50
2026-08-04 14:53:36,L01,POSTO02,PRODUTO_A,SN04000593,PASS,46
2026-08-04 14:54:24,L03,POSTO05,PRODUTO_B,SN04000594,PASS,56
2026-08-04 14:55:12,L01,POSTO01,PRODUTO_C,SN04000595,PASS,48
2026-08-04 14:56:00,L03,POSTO05,PRODUTO_C,SN04000596,PASS,64
2026-08-04 14:56:48,L02,POSTO04,PRODUTO_D,SN04000597,PASS,65
2026-08-04 14:57:36,L04,POSTO07,PRODUTO_D,SN04000598,PASS,69
2026-08-04 14:58:24,L02,POSTO04,PRODUTO_A,SN04000599,PASS,52
2026-08-04 14:59:12,L04,POSTO07,PRODUTO_C,SN04000600,PASS,54
2026-08-04 15:00:00,L02,POSTO04,PRODUTO_C,SN04000601,PASS,54
2026-08-04 15:00:48,L03,POSTO05,PRODUTO_A,SN04000602,PASS,44
2026-08-04 15:01:36,L03,POSTO05,PRODUTO_D,SN04000603,PASS,61
2026-08-04 15:02:24,L03,POSTO05,PRODUTO_D,SN04000604,PASS,59
2026-08-04 15:03:12,L02,POSTO03,PRODUTO_C,SN04000605,PASS,51
2026-08-04 15:04:00,L02,POSTO03,PRODUTO_A,SN04000606,PASS,49
2026-08-04 15:04:48,L02,POSTO03,PRODUTO_A,SN04000607,PASS,37
2026-08-04 15:05:36,L04,POSTO08,PRODUTO_B,SN04000608,PASS,54
2026-08-04 15:06:24,L02,POSTO04,PRODUTO_A,SN04000609,PASS,53
2026-08-04 15:07:12,L03,POSTO06,PRODUTO_B,SN04000610,PASS,45
2026-08-04 15:08:00,L03,POSTO06,PRODUTO_A,SN04000611,PASS,51
2026-08-04 15:08:48,L01,POSTO02,PRODUTO_D,SN04000612,PASS,56
2026-08-04 15:09:36,L03,POSTO05,PRODUTO_Y,SN04000613,PASS,49
2026-08-04 15:10:24,L01,POSTO02,PRODUTO_B,SN04000614,PASS,57
2026-08-04 15:11:12,L03,POSTO05,PRODUTO_B,SN04000615,PASS,40
2026-08-04 15:12:00,L03,POSTO06,PRODUTO_C,SN04000616,PASS,68
2026-08-04 15:12:48,L01,POSTO01,PRODUTO_B,SN04000617,PASS,47
2026-08-04 15:13:36,L04,POSTO07,PRODUTO_A,SN04000618,PASS,48
2026-08-04 15:14:24,L01,POSTO01,PRODUTO_A,SN04000619,PASS,49
2026-08-04 15:15:12,L03,POSTO05,PRODUTO_C,SN04000620,PASS,62
2026-08-04 15:16:00,L02,POSTO03,PRODUTO_C,SN04000621,PASS,56
2026-08-04 15:16:48,L04,POSTO08,PRODUTO_B,SN04000622,PASS,60
2026-08-04 15:17:36,L02,POSTO03,PRODUTO_Y,SN04000623,PASS,67
2026-08-04 15:18:24,L04,POSTO08,PRODUTO_B,SN04000624,PASS,61
2026-08-04 15:19:12,L03,POSTO05,PRODUTO_C,SN04000625,PASS,71
2026-08-04 15:20:00,L01,POSTO02,PRODUTO_C,SN04000626,PASS,55
2026-08-04 15:20:48,L04,POSTO08,PRODUTO_D,SN04000627,PASS,69
2026-08-04 15:21:36,L02,POSTO03,PRODUTO_D,SN04000628,PASS,55
2026-08-04 15:22:24,L01,POSTO02,PRODUTO_A,SN04000629,PASS,53
2026-08-04 15:23:12,L04,POSTO07,PRODUTO_C,SN04000630,PASS,58
2026-08-04 15:24:00,L01,POSTO01,PRODUTO_C,SN04000631,PASS,46
2026-08-04 15:24:48,L02,POSTO03,PRODUTO_C,SN04000632,PASS,54
2026-08-04 15:25:36,L04,POSTO07,PRODUTO_B,SN04000633,PASS,49
2026-08-04 15:26:24,L03,POSTO06,PRODUTO_B,SN04000634,PASS,47
2026-08-04 15:27:12,L03,POSTO06,PRODUTO_B,SN04000635,PASS,47
2026-08-04 15:28:00,L04,POSTO07,PRODUTO_B,SN04000636,PASS,61
2026-08-04 15:28:48,L03,POSTO05,PRODUTO_D,SN04000637,PASS,59
2026-08-04 15:29:36,L01,POSTO02,PRODUTO_B,SN04000638,PASS,47
2026-08-04 15:30:24,L01,POSTO02,PRODUTO_D,SN04000639,PASS,69
2026-08-04 15:31:12,L04,POSTO07,PRODUTO_C,SN04000640,PASS,59
2026-08-04 15:32:00,L03,POSTO06,PRODUTO_D,SN04000641,PASS,60
2026-08-04 15:32:48,L04,POSTO07,PRODUTO_C,SN04000642,PASS,58
2026-08-04 15:33:36,L01,POSTO01,PRODUTO_B,SN04000643,PASS,54
2026-08-04 15:34:24,L03,POSTO06,PRODUTO_C,SN04000644,PASS,70
2026-08-04 15:35:12,L04,POSTO07,PRODUTO_B,SN04000645,PASS,58
2026-08-04 15:36:00,L01,POSTO02,PRODUTO_B,SN04000646,PASS,57
2026-08-04 15:36:48,L04,POSTO08,PRODUTO_A,SN04000647,PASS,49
